on_date,fii_purchase,fii_sales,fii_net,dii_purchase,dii_sales,dii_net,category
26-Nov-2020,"8,036.86","6,009.55","2,027.31","3,016.07","6,416.17","-3,400.10",cash
25-Nov-2020,"6,931.70","6,907.50",24.2,"3,724.49","5,564.82","-1,840.33",cash
24-Nov-2020,"12,480.89","7,917.71","4,563.18","3,954.39","6,476.50","-2,522.11",cash
23-Nov-2020,"12,442.96","7,704.52","4,738.44","3,909.28","6,853.33","-2,944.05",cash
20-Nov-2020,"11,000.78","7,140.00","3,860.78","2,975.80","5,844.46","-2,868.66",cash
19-Nov-2020,"10,852.05","9,671.44","1,180.61","3,162.07","6,017.01","-2,854.94",cash
18-Nov-2020,"10,146.94","7,075.01","3,071.93","3,672.20","6,462.05","-2,789.85",cash
17-Nov-2020,"14,689.87","9,784.52","4,905.35","3,076.21","6,905.37","-3,829.16",cash
13-Nov-2020,"9,389.23","7,453.31","1,935.92","2,265.30","4,727.72","-2,462.42",cash
12-Nov-2020,"10,143.06","8,628.94","1,514.12","3,810.02","6,049.45","-2,239.43",cash
11-Nov-2020,"14,549.31","8,342.12","6,207.19","4,578.17","8,042.03","-3,463.86",cash
10-Nov-2020,"14,188.59","8,561.27","5,627.32","6,626.38","8,935.57","-2,309.19",cash
09-Nov-2020,"9,163.22","4,614.83","4,548.39","3,030.65","6,066.96","-3,036.31",cash
06-Nov-2020,"9,450.25","4,580.38","4,869.87","2,950.98","5,889.64","-2,938.66",cash
05-Nov-2020,"9,962.68","4,594.37","5,368.31","3,588.71","5,796.89","-2,208.18",cash
04-Nov-2020,"6,302.82","6,156.60",146.22,"4,428.91","4,437.04",-8.13,cash
03-Nov-2020,"8,481.57","6,207.17","2,274.40","4,316.48","5,417.40","-1,100.92",cash
02-Nov-2020,"6,824.79","6,084.18",740.61,"3,816.19","4,350.16",-533.97,cash
30-Oct-2020,"6,329.42","7,200.30",-870.88,"2,694.06","2,062.95",631.11,cash
29-Oct-2020,"5,606.53","6,027.48",-420.95,"3,325.98","3,579.39",-253.41,cash
28-Oct-2020,"7,833.41","8,964.39","-1,130.98","3,843.24","3,841.76",1.48,cash
27-Oct-2020,"11,020.94","7,506.05","3,514.89","4,310.08","5,880.88","-1,570.80",cash
26-Oct-2020,"5,323.21","5,442.63",-119.42,"3,112.15","4,091.31",-979.16,cash
23-Oct-2020,"6,024.92","5,117.99",906.93,"3,705.80","4,597.66",-891.86,cash
22-Oct-2020,"8,325.73","7,207.27","1,118.46","3,207.37","5,227.24","-2,019.87",cash
21-Oct-2020,"8,448.11","6,339.63","2,108.48","3,951.48","5,585.01","-1,633.53",cash
20-Oct-2020,"6,335.73","4,750.66","1,585.07","2,928.16","4,561.39","-1,633.23",cash
19-Oct-2020,"5,994.22","4,337.44","1,656.78","3,278.52","4,900.25","-1,621.73",cash
16-Oct-2020,"4,605.47","5,085.06",-479.59,"2,545.89","2,975.70",-429.81,cash
15-Oct-2020,"6,544.15","7,148.22",-604.07,"3,251.11","4,059.40",-808.29,cash
14-Oct-2020,"7,151.46","6,329.60",821.86,"2,962.67","4,238.81","-1,276.14",cash
13-Oct-2020,"5,797.32","4,965.18",832.14,"3,029.17","4,703.63","-1,674.46",cash
12-Oct-2020,"6,100.23","5,485.06",615.17,"1,960.27","2,989.04","-1,028.77",cash
09-Oct-2020,"6,284.33","6,323.72",-39.39,"4,154.21","4,027.60",126.61,cash
08-Oct-2020,"6,586.24","5,607.87",978.37,"4,992.59","4,972.74",19.85,cash
07-Oct-2020,"6,044.21","4,950.40","1,093.81","2,970.15","4,099.64","-1,129.49",cash
06-Oct-2020,"6,072.97","4,971.21","1,101.76","3,076.87","4,011.71",-934.84,cash
05-Oct-2020,"5,685.56","5,448.85",236.71,"2,779.65","3,251.21",-471.56,cash
01-Oct-2020,"4,708.03","3,075.78","1,632.25","3,277.14","3,017.68",259.46,cash
30-Sep-2020,"5,725.27","6,437.75",-712.48,"3,010.51","2,601.04",409.47,cash
29-Sep-2020,"4,346.69","5,803.35","-1,456.66","3,244.85","2,668.35",576.5,cash
28-Sep-2020,"4,414.51","4,441.49",-26.98,"3,041.27","2,498.93",542.34,cash
25-Sep-2020,"4,383.11","6,463.32","-2,080.21","4,210.84","2,140.21","2,070.63",cash
24-Sep-2020,"6,301.62","8,187.31","-1,885.69","7,839.03","7,650.39",188.64,cash
23-Sep-2020,"4,190.07","8,102.51","-3,912.44","5,186.24","3,557.01","1,629.23",cash
22-Sep-2020,"3,805.95","5,878.71","-2,072.76","4,963.84","4,084.93",878.91,cash
21-Sep-2020,"5,230.50","5,770.31",-539.81,"4,333.23","4,851.18",-517.95,cash
18-Sep-2020,"19,932.30","19,727.15",205.15,"6,248.89","6,349.72",-100.83,cash
17-Sep-2020,"4,580.45","4,830.27",-249.82,"3,883.84","4,951.67","-1,067.83",cash
16-Sep-2020,"4,980.88","4,716.22",264.66,"4,259.67","4,471.88",-212.21,cash
15-Sep-2020,"5,391.77","4,220.88","1,170.89","3,922.08","4,817.71",-895.63,cash
14-Sep-2020,"6,172.11","5,873.89",298.22,"5,851.26","5,971.61",-120.35,cash
11-Sep-2020,"5,468.87","4,293.06","1,175.81","3,004.57","3,728.88",-724.31,cash
10-Sep-2020,"5,897.92","5,059.55",838.37,"3,224.77","3,542.07",-317.3,cash
09-Sep-2020,"5,079.82","6,038.91",-959.09,"3,974.56","4,238.53",-263.97,cash
08-Sep-2020,"3,659.41","4,715.93","-1,056.52","4,162.36","3,542.07",620.29,cash
07-Sep-2020,"3,496.26","3,503.19",-6.93,"2,987.83","3,803.65",-815.82,cash
04-Sep-2020,"4,931.66","6,820.44","-1,888.78","3,784.71","4,241.59",-456.88,cash
03-Sep-2020,"5,127.27","5,119.55",7.72,"3,301.57","3,181.49",120.08,cash
02-Sep-2020,"6,640.39","5,649.82",990.57,"3,157.15","3,814.63",-657.48,cash
01-Sep-2020,"7,444.55","6,958.46",486.09,"3,436.41","4,211.64",-775.23,cash
31-Aug-2020,"16,290.34","19,685.83","-3,395.49","5,760.96","5,080.08",680.88,cash
28-Aug-2020,"6,618.88","5,614.77","1,004.11","5,341.40","5,884.96",-543.56,cash
27-Aug-2020,"6,625.39","5,461.07","1,164.32","3,339.96","4,149.23",-809.27,cash
26-Aug-2020,"6,857.48","5,276.17","1,581.31","3,785.61","4,980.23","-1,194.62",cash
25-Aug-2020,"5,640.95","4,159.75","1,481.20","3,913.03","4,086.00",-172.97,cash
24-Aug-2020,"4,444.08","4,225.01",219.07,"3,344.75","3,680.39",-335.64,cash
21-Aug-2020,"3,975.11","3,564.95",410.16,"4,277.43","4,528.08",-250.65,cash
20-Aug-2020,"4,680.39","4,948.85",-268.46,"3,438.24","4,110.47",-672.23,cash
19-Aug-2020,"4,934.93","4,475.92",459.01,"3,595.59","3,692.72",-97.13,cash
18-Aug-2020,"5,409.49","4,274.92","1,134.57","2,893.29","3,272.67",-379.38,cash
17-Aug-2020,"3,828.93","3,496.03",332.9,"2,766.30","3,483.92",-717.62,cash
14-Aug-2020,"5,184.05","5,137.66",46.39,"3,255.49","4,052.57",-797.08,cash
13-Aug-2020,"4,569.17","4,152.89",416.28,"3,693.86","4,457.40",-763.54,cash
12-Aug-2020,"4,938.95","4,587.80",351.15,"3,560.30","4,499.97",-939.67,cash
11-Aug-2020,"6,227.70","5,214.04","1,013.66","2,759.01","4,174.55","-1,415.54",cash
10-Aug-2020,"4,892.69","4,589.81",302.88,"3,963.32","4,468.24",-504.92,cash
07-Aug-2020,"6,034.73","5,637.41",397.32,"3,442.99","3,881.61",-438.62,cash
06-Aug-2020,"5,578.69","4,941.26",637.43,"3,042.83","3,510.83",-468,cash
05-Aug-2020,"5,976.57","6,036.75",-60.18,"3,055.35","3,481.33",-425.98,cash
04-Aug-2020,"5,426.42","4,722.68",703.74,"3,650.09","4,315.78",-665.69,cash
03-Aug-2020,"13,299.91","5,481.42","7,818.49","4,719.84","4,855.39",-135.55,cash
31-Jul-2020,"4,283.29","5,241.93",-958.64,"4,447.93","4,005.20",442.73,cash
30-Jul-2020,"6,462.05","6,254.75",207.3,"5,558.41","5,945.65",-387.24,cash
29-Jul-2020,"5,725.05","6,077.67",-352.62,"4,301.09","4,806.71",-505.62,cash
28-Jul-2020,"5,836.36","5,590.41",245.95,"3,990.80","5,008.20","-1,017.40",cash
27-Jul-2020,"4,090.97","4,544.28",-453.31,"3,560.65","4,538.53",-977.88,cash
24-Jul-2020,"5,776.01","5,366.13",409.88,"4,079.67","5,082.65","-1,002.98",cash
23-Jul-2020,"5,509.38","3,768.88","1,740.50","3,825.47","4,757.38",-931.91,cash
22-Jul-2020,"6,908.58","5,243.01","1,665.57","3,694.53","4,833.36","-1,138.83",cash
21-Jul-2020,"8,209.13","5,943.25","2,265.88","3,465.53","4,192.92",-727.39,cash
20-Jul-2020,"4,960.30","3,250.33","1,709.97","3,306.19","4,828.18","-1,521.99",cash
17-Jul-2020,"5,202.81","4,505.73",697.08,"4,072.47","4,281.89",-209.42,cash
16-Jul-2020,"4,489.16","5,580.24","-1,091.08","5,544.60","3,884.69","1,659.91",cash
15-Jul-2020,"4,579.58","4,801.28",-221.7,"4,198.17","5,097.54",-899.37,cash
14-Jul-2020,"3,557.86","5,123.48","-1,565.62","3,536.39","4,186.09",-649.7,cash
13-Jul-2020,"3,730.71","3,508.95",221.76,"2,803.89","4,289.48","-1,485.59",cash
10-Jul-2020,"2,489.45","3,520.45","-1,031.00","2,777.56","3,208.77",-431.21,cash
09-Jul-2020,"4,516.59","4,303.82",212.77,"2,872.10","3,675.49",-803.39,cash
08-Jul-2020,"5,473.24","6,468.11",-994.87,"3,721.81","4,575.22",-853.41,cash
07-Jul-2020,"6,580.15","5,750.25",829.9,"3,512.24","4,296.71",-784.47,cash
06-Jul-2020,"4,111.43","3,763.08",348.35,"4,205.92","3,942.45",263.47,cash
03-Jul-2020,"3,325.35","2,468.06",857.29,"3,094.36","3,426.32",-331.96,cash
02-Jul-2020,"4,054.33","4,611.05",-556.72,"5,134.57","4,225.93",908.64,cash
01-Jul-2020,"3,629.77","5,326.22","-1,696.45","3,669.48","2,292.35","1,377.13",cash
30-Jun-2020,"4,796.39","6,796.47","-2,000.08","5,247.06","3,195.75","2,051.31",cash
29-Jun-2020,"3,964.64","5,901.70","-1,937.06","4,337.18","3,301.05","1,036.13",cash
26-Jun-2020,"4,220.40","4,973.58",-753.18,"4,763.50","3,459.32","1,304.18",cash
25-Jun-2020,"5,716.86","6,767.47","-1,050.61","7,786.25","8,041.84",-255.59,cash
24-Jun-2020,"8,721.09","6,954.19","1,766.90","4,527.64","6,052.54","-1,524.90",cash
23-Jun-2020,"23,234.73","23,065.77",168.96,"4,753.26","4,298.78",454.48,cash
22-Jun-2020,"5,467.93","5,043.72",424.21,"4,781.76","6,069.45","-1,287.69",cash
19-Jun-2020,"14,764.29","13,527.29","1,237.00","6,511.56","7,392.22",-880.66,cash
18-Jun-2020,"4,918.00","4,551.43",366.57,"3,671.35","2,540.08","1,131.27",cash
17-Jun-2020,"4,910.75","5,397.37",-486.62,"3,759.97","3,591.92",168.05,cash
16-Jun-2020,"4,608.09","6,086.61","-1,478.52","4,742.48","3,580.97","1,161.51",cash
15-Jun-2020,"3,247.57","6,207.90","-2,960.33","3,826.07","2,749.69","1,076.38",cash
12-Jun-2020,"3,579.73","4,891.22","-1,311.49","5,251.66","3,306.51","1,945.15",cash
11-Jun-2020,"3,805.18","4,610.32",-805.14,"3,027.31","3,901.66",-874.35,cash
10-Jun-2020,"4,432.22","5,351.48",-919.26,"3,179.77","2,679.07",500.7,cash
09-Jun-2020,"6,502.25","6,011.44",490.81,"4,043.52","4,776.85",-733.33,cash
08-Jun-2020,"6,081.97","5,268.70",813.27,"4,212.26","5,450.49","-1,238.23",cash
05-Jun-2020,"4,585.79","4,488.18",97.61,"3,539.03","3,491.74",47.29,cash
04-Jun-2020,"8,506.04","5,601.00","2,905.04","3,622.80","4,470.11",-847.31,cash
03-Jun-2020,"9,979.47","8,128.35","1,851.12","4,633.07","5,414.86",-781.79,cash
02-Jun-2020,"12,157.07","4,658.78","7,498.29","5,065.90","4,624.85",441.05,cash
01-Jun-2020,"7,015.34","5,439.88","1,575.46","4,890.67","5,349.92",-459.25,cash
29-May-2020,"25,389.42","23,928.71","1,460.71","8,144.45","7,177.02",967.43,cash
28-May-2020,"8,584.41","6,230.27","2,354.14","5,044.02","4,899.19",144.83,cash
27-May-2020,"6,191.51","6,526.25",-334.74,"5,684.69","3,275.84","2,408.85",cash
26-May-2020,"11,849.98","7,133.85","4,716.13","6,700.02","3,858.93","2,841.09",cash
22-May-2020,"4,404.88","5,758.78","-1,353.90","4,164.03","4,508.19",-344.16,cash
21-May-2020,"6,102.70","6,361.43",-258.73,"3,602.92","3,201.14",401.78,cash
20-May-2020,"4,522.30","5,988.82","-1,466.52","4,855.06","2,481.87","2,373.19",cash
19-May-2020,"13,613.73","14,942.04","-1,328.31","4,362.13","2,702.39","1,659.74",cash
18-May-2020,"4,648.07","7,160.89","-2,512.82","4,381.64","4,534.06",-152.42,cash
15-May-2020,"3,905.69","6,293.73","-2,388.04","3,501.57","2,276.04","1,225.53",cash
14-May-2020,"4,655.18","6,807.70","-2,152.52","4,146.16","3,343.80",802.36,cash
13-May-2020,"6,192.10","6,475.53",-283.43,"4,847.22","4,614.57",232.65,cash
12-May-2020,"6,231.71","7,893.74","-1,662.03","5,326.50","5,690.50",-364,cash
11-May-2020,"5,383.01","4,848.14",534.87,"3,799.19","4,620.79",-821.6,cash
08-May-2020,"6,091.97","4,367.26","1,724.71","3,416.61","4,919.75","-1,503.14",cash
07-May-2020,"23,369.82","4,313.33","19,056.49","7,050.90","3,232.49","3,818.41",cash
06-May-2020,"4,544.82","5,038.50",-493.68,"3,811.57","3,489.10",322.47,cash
05-May-2020,"4,813.92","5,137.78",-323.86,936.35,994.56,-58.21,cash
04-May-2020,"5,482.19","6,856.17","-1,373.98","3,756.63","5,418.24","-1,661.61",cash
30-Apr-2020,"8,792.04","6,823.24","1,968.80","5,919.28","5,340.25",579.03,cash
29-Apr-2020,"5,733.65","5,011.57",722.08,"5,011.57","4,225.17",786.4,cash
28-Apr-2020,"4,877.70","4,999.85",-122.15,"4,249.74","3,860.74",389,cash
27-Apr-2020,"3,888.01","4,804.43",-916.42,"4,502.75","3,360.78","1,141.97",cash
24-Apr-2020,"5,668.62","5,875.91",-207.29,"3,903.74","4,897.72",-993.98,cash
23-Apr-2020,"6,171.82","6,286.40",-114.58,"3,828.87","3,490.60",338.27,cash
22-Apr-2020,"5,441.64","6,767.73","-1,326.09","4,352.95","3,489.13",863.82,cash
21-Apr-2020,"3,997.53","6,092.76","-2,095.23","4,285.48","4,353.94",-68.46,cash
20-Apr-2020,"5,817.14","6,083.03",-265.89,"3,448.46","4,237.33",-788.87,cash
17-Apr-2020,"7,494.64","8,886.62","-1,391.98","4,145.97","3,611.73",534.24,cash
16-Apr-2020,"6,779.21","9,699.57","-2,920.36","4,655.41","3,333.97","1,321.44",cash
15-Apr-2020,"14,199.31","12,840.00","1,359.31","4,671.97","5,769.83","-1,097.86",cash
13-Apr-2020,"3,908.16","5,151.90","-1,243.74","2,986.36","4,083.25","-1,096.89",cash
09-Apr-2020,"7,277.03","5,539.41","1,737.62","4,135.32","4,601.34",-466.02,cash
08-Apr-2020,"8,916.39","6,972.98","1,943.41","3,471.38","5,229.17","-1,757.79",cash
07-Apr-2020,"10,341.45","9,599.68",741.77,"5,156.45","4,733.94",422.51,cash
03-Apr-2020,"7,596.78","9,557.75","-1,960.97","3,568.24","3,341.69",226.55,cash
01-Apr-2020,"5,581.89","6,698.68","-1,116.79","2,772.09","3,222.45",-450.36,cash
31-Mar-2020,"6,295.40","9,340.34","-3,044.94","6,955.41","3,379.18","3,576.23",cash
30-Mar-2020,"4,726.47","9,090.08","-4,363.61","6,314.21","2,763.88","3,550.33",cash
27-Mar-2020,"8,999.97","8,644.19",355.78,"5,594.30","3,890.58","1,703.72",cash
26-Mar-2020,"9,423.25","9,908.03",-484.78,"4,961.44","5,731.37",-769.93,cash
25-Mar-2020,"9,310.20","11,203.56","-1,893.36","5,303.16","4,565.18",737.98,cash
24-Mar-2020,"7,407.77","9,561.12","-2,153.35","5,860.39","4,306.73","1,553.66",cash
23-Mar-2020,"5,701.63","8,690.92","-2,989.29","6,897.22","5,814.98","1,082.24",cash
20-Mar-2020,"9,550.97","12,896.92","-3,345.95","8,229.44","5,798.20","2,431.24",cash
19-Mar-2020,"6,766.44","11,389.37","-4,622.93","8,692.51","4,325.08","4,367.43",cash
18-Mar-2020,"6,853.17","11,938.52","-5,085.35","11,245.21","7,608.77","3,636.44",cash
17-Mar-2020,"6,655.46","10,700.15","-4,044.69","7,632.05","4,209.93","3,422.12",cash
16-Mar-2020,"6,908.97","10,718.90","-3,809.93","8,198.16","5,583.62","2,614.54",cash
13-Mar-2020,"8,336.42","14,364.00","-6,027.58","13,264.47","7,396.57","5,867.90",cash
12-Mar-2020,"9,161.05","12,636.34","-3,475.29","12,340.09","8,421.85","3,918.24",cash
11-Mar-2020,"9,721.28","13,236.66","-3,515.38","7,345.59","4,510.13","2,835.46",cash
09-Mar-2020,"6,076.45","12,672.01","-6,595.56","9,971.24","4,996.44","4,974.80",cash
06-Mar-2020,"6,745.54","10,340.38","-3,594.84","6,861.39","4,317.61","2,543.78",cash
05-Mar-2020,"5,980.14","8,456.89","-2,476.75","5,056.28","2,545.39","2,510.89",cash
04-Mar-2020,"8,228.73","9,107.11",-878.38,"5,859.55","5,095.42",764.13,cash
03-Mar-2020,"5,679.09","8,094.89","-2,415.80","6,177.35","3,042.11","3,135.24",cash
02-Mar-2020,"6,376.11","7,730.83","-1,354.72","5,097.47","3,958.73","1,138.74",cash
28-Feb-2020,"14,161.82","15,590.56","-1,428.74","11,757.09","4,135.93","7,621.16",cash
27-Feb-2020,"5,548.34","8,675.70","-3,127.36","6,695.91","3,198.41","3,497.50",cash
26-Feb-2020,"5,821.60","9,158.20","-3,336.60","6,635.51","3,849.84","2,785.67",cash
25-Feb-2020,"5,356.93","7,672.00","-2,315.07","4,386.78","2,821.50","1,565.28",cash
24-Feb-2020,"5,969.32","7,130.22","-1,160.90","4,171.70","3,655.49",516.21,cash
20-Feb-2020,"7,632.11","6,136.86","1,495.25","3,768.28","4,467.90",-699.62,cash
19-Feb-2020,"4,806.74","4,997.40",-190.66,"3,123.58","2,533.46",590.12,cash
18-Feb-2020,"5,132.62","5,207.01",-74.39,"4,360.84","4,670.27",-309.43,cash
17-Feb-2020,"3,406.75","3,780.81",-374.06,"3,294.42","3,448.67",-154.25,cash
14-Feb-2020,"4,271.61","4,976.53",-704.92,"4,037.42","3,817.88",219.54,cash
13-Feb-2020,"5,501.59","4,440.20","1,061.39","2,951.69","3,912.17",-960.48,cash
12-Feb-2020,"5,071.12","5,022.31",48.81,"3,795.48","3,456.29",339.19,cash
11-Feb-2020,"4,705.54","4,914.93",-209.39,"3,819.48","3,474.85",344.63,cash
10-Feb-2020,"4,665.04","4,849.62",-184.58,"2,866.79","3,602.58",-735.79,cash
07-Feb-2020,"5,048.96","4,887.03",161.93,"3,936.37","4,114.96",-178.59,cash
06-Feb-2020,"6,251.69","6,812.05",-560.36,"4,545.19","4,241.18",304.01,cash
05-Feb-2020,"7,151.42","6,902.48",248.94,"5,142.23","4,879.48",262.75,cash
04-Feb-2020,"7,504.47","7,138.26",366.21,"4,216.53","3,614.67",601.86,cash
03-Feb-2020,"5,834.38","7,034.65","-1,200.27","5,825.21","4,538.58","1,286.63",cash
01-Feb-2020,"1,049.20","2,248.73","-1,199.53","4,513.02","4,476.38",36.64,cash
31-Jan-2020,"5,142.69","9,321.81","-4,179.12","7,024.62","3,208.18","3,816.44",cash
30-Jan-2020,"4,674.24","5,636.52",-962.28,"3,748.39","3,456.04",292.35,cash
29-Jan-2020,"5,012.44","6,026.71","-1,014.27","4,662.96","3,142.06","1,520.90",cash
28-Jan-2020,"4,871.86","6,229.42","-1,357.56","4,857.64","4,145.94",711.7,cash
27-Jan-2020,"3,025.73","3,464.58",-438.85,"3,451.63","3,441.12",10.51,cash
24-Jan-2020,"4,884.53","4,225.42",659.11,"3,748.79","3,330.83",417.96,cash
23-Jan-2020,"7,969.55","6,617.42","1,352.13","6,729.56","7,714.12",-984.56,cash
22-Jan-2020,"5,254.68","5,431.11",-176.43,"4,286.22","4,612.44",-326.22,cash
21-Jan-2020,"6,095.57","6,145.65",-50.08,"3,255.07","3,562.88",-307.81,cash
20-Jan-2020,"5,050.19","5,044.32",5.87,"3,332.28","4,752.13","-1,419.85",cash
17-Jan-2020,"6,609.58","6,345.32",264.26,"3,615.43","4,115.60",-500.17,cash
16-Jan-2020,"4,758.32","5,153.56",-395.24,"3,686.43","3,871.08",-184.65,cash
15-Jan-2020,"6,026.82","5,747.29",279.53,"3,897.86","4,546.20",-648.34,cash
14-Jan-2020,"4,880.95","5,086.51",-205.56,"3,934.36","4,576.83",-642.47,cash
13-Jan-2020,"4,881.89","4,761.10",120.79,595.5,"1,724.39","-1,128.89",cash
10-Jan-2020,"4,679.66","4,101.38",578.28,"4,438.75","4,690.49",-251.74,cash
09-Jan-2020,"4,716.40","5,147.51",-431.11,"5,020.49","4,601.27",419.22,cash
08-Jan-2020,"4,109.04","4,624.89",-515.85,"5,162.02","4,413.62",748.4,cash
07-Jan-2020,"3,911.17","4,593.40",-682.23,"4,205.16","3,893.97",311.19,cash
06-Jan-2020,"3,732.00","3,835.84",-103.84,"3,778.78","3,802.48",-23.7,cash
03-Jan-2020,"4,514.35","3,251.30","1,263.05","2,750.87","3,780.07","-1,029.20",cash
02-Jan-2020,"2,670.78","1,982.02",688.76,"3,490.16","3,426.21",63.95,cash
01-Jan-2020,340.21,399.08,-58.87,"1,688.37","1,479.90",208.47,cash
31-Dec-2019,"2,202.96","3,468.06","-1,265.10","3,697.29","3,112.22",585.07,cash
30-Dec-2019,"2,592.08","2,722.60",-130.52,"2,734.01","2,532.69",201.32,cash
27-Dec-2019,"2,762.85","2,681.48",81.37,"2,587.53","2,461.76",125.77,cash
26-Dec-2019,"1,823.17","2,327.30",-504.13,"3,442.90","3,322.44",120.46,cash
24-Dec-2019,"1,935.51","2,049.89",-114.38,"1,920.41","2,265.63",-345.22,cash
23-Dec-2019,"4,673.51","3,210.23","1,463.28","2,421.51","4,368.87","-1,947.36",cash
20-Dec-2019,"9,729.14","9,390.28",338.86,"4,412.85","4,698.26",-285.41,cash
19-Dec-2019,"5,315.81","4,576.38",739.43,"2,535.44","3,029.39",-493.95,cash
18-Dec-2019,"7,710.44","5,873.63","1,836.81","3,154.92","4,422.49","-1,267.57",cash
17-Dec-2019,"7,896.28","6,647.81","1,248.47","3,038.74","3,946.90",-908.16,cash
16-Dec-2019,"5,349.12","4,620.99",728.13,"1,988.37","2,784.75",-796.38,cash
13-Dec-2019,"4,632.38","4,516.68",115.7,"3,954.84","3,569.92",384.92,cash
12-Dec-2019,"4,480.31","5,164.14",-683.83,"3,474.22","2,663.99",810.23,cash
11-Dec-2019,"5,022.53","4,417.12",605.41,"3,421.44","3,181.57",239.87,cash
10-Dec-2019,"4,072.56","4,439.35",-366.79,"2,696.96","2,358.56",338.4,cash
09-Dec-2019,"4,185.86","3,726.64",459.22,"2,296.07","2,221.14",74.93,cash
06-Dec-2019,"3,673.34","4,541.00",-867.66,"2,965.39","2,754.67",210.72,cash
05-Dec-2019,"4,893.44","4,240.08",653.36,"2,846.29","3,256.78",-410.49,cash
04-Dec-2019,"4,828.69","5,609.75",-781.06,"4,326.93","3,422.80",904.13,cash
03-Dec-2019,"4,838.70","5,969.82","-1,131.12","3,788.71","2,824.74",963.97,cash
02-Dec-2019,"6,559.42","8,290.75","-1,731.33","4,038.27","3,284.28",753.99,cash
29-Nov-2019,"4,769.15","6,661.44","-1,892.29","4,407.04","3,453.42",953.62,cash
28-Nov-2019,"5,250.85","4,241.96","1,008.89","4,132.00","4,287.47",-155.47,cash
27-Nov-2019,"4,526.38","4,483.45",42.93,"3,999.30","3,559.79",439.51,cash
26-Nov-2019,"39,885.28","35,207.53","4,677.75","5,501.94","9,743.95","-4,242.01",cash
25-Nov-2019,"5,257.86","4,296.96",960.9,"3,378.86","3,592.52",-213.66,cash
22-Nov-2019,"5,138.86","4,833.14",305.72,"2,838.11","3,015.48",-177.37,cash
21-Nov-2019,"10,556.67","5,533.13","5,023.54","3,347.32","3,595.06",-247.74,cash
20-Nov-2019,"5,840.20","5,273.68",566.52,"4,850.66","4,667.25",183.41,cash
19-Nov-2019,"7,785.13","8,700.50",-915.37,"4,310.87","4,048.52",262.35,cash
18-Nov-2019,"4,375.80","4,646.46",-270.66,"3,338.82","3,029.37",309.45,cash
15-Nov-2019,"5,113.19","6,121.56","-1,008.37","4,339.31","3,801.57",537.74,cash
14-Nov-2019,"5,100.87","5,662.92",-562.05,"3,863.52","3,780.78",82.74,cash
13-Nov-2019,"7,160.19","6,575.27",584.92,"3,368.95","4,258.98",-890.03,cash
11-Nov-2019,"4,072.17","3,407.97",664.2,"2,890.91","3,135.97",-245.06,cash
08-Nov-2019,"6,432.37","5,500.17",932.2,"3,840.39","4,424.87",-584.48,cash
07-Nov-2019,"6,377.16","5,450.56",926.6,"3,818.14","4,453.73",-635.59,cash
06-Nov-2019,"5,903.74","4,892.25","1,011.49","3,561.07","4,678.32","-1,117.25",cash
05-Nov-2019,"5,551.26","5,078.09",473.17,"3,163.93","4,757.64","-1,593.71",cash
04-Nov-2019,"4,625.98","4,764.51",-138.53,"3,297.77","3,798.01",-500.24,cash
01-Nov-2019,"6,069.30","5,535.93",533.37,"3,979.06","4,115.56",-136.5,cash
31-Oct-2019,"9,004.58","7,133.71","1,870.87","4,886.64","5,537.37",-650.73,cash
30-Oct-2019,"12,523.06","5,330.64","7,192.42","4,164.15","4,350.02",-185.87,cash
29-Oct-2019,"8,011.44","7,134.80",876.64,"4,972.25","4,827.50",144.75,cash
27-Oct-2019,31.73,25.12,6.61,60.91,6.52,54.39,cash
25-Oct-2019,"5,370.33","5,805.75",-435.42,"4,351.14","3,910.98",440.16,cash
24-Oct-2019,"5,885.49","5,958.36",-72.87,"3,837.33","4,576.08",-738.75,cash
23-Oct-2019,"5,182.47","5,395.70",-213.23,"3,961.03","4,098.41",-137.38,cash
22-Oct-2019,"7,878.60","8,436.10",-557.5,"5,136.52","6,121.99",-985.47,cash
18-Oct-2019,"5,423.72","5,387.16",36.56,"5,071.17","4,484.29",586.88,cash
17-Oct-2019,"5,659.99","4,501.36","1,158.63","3,702.38","4,214.14",-511.76,cash
16-Oct-2019,"5,765.06","5,078.73",686.33,"5,078.73","3,473.28","1,605.45",cash
15-Oct-2019,"6,473.70","6,037.68",436.02,"4,104.19","3,174.80",929.39,cash
14-Oct-2019,"4,916.46","4,020.83",895.63,"3,562.06","3,987.21",-425.15,cash
11-Oct-2019,"5,721.61","4,971.87",749.74,"3,607.44","4,310.46",-703.02,cash
10-Oct-2019,"4,763.46","5,026.57",-263.11,"4,043.14","3,540.47",502.67,cash
09-Oct-2019,"5,513.36","5,998.60",-485.24,"3,771.36","2,815.10",956.26,cash
07-Oct-2019,"3,023.15","3,517.36",-494.21,"4,191.17","3,286.35",904.82,cash
04-Oct-2019,"4,862.69","5,545.62",-682.93,"3,757.64","3,151.36",606.28,cash
03-Oct-2019,"4,762.86","5,573.58",-810.72,"3,600.32","2,737.78",862.54,cash
01-Oct-2019,"5,462.42","6,760.98","-1,298.56","5,177.01","3,673.99","1,503.02",cash
30-Sep-2019,"5,662.31","6,131.71",-469.4,"5,315.00","4,810.31",504.69,cash
27-Sep-2019,"3,941.44","4,155.04",-213.6,"3,428.17","2,969.49",458.68,cash
